diff_id,language,anchor,synonym,disjoint,kind,bleu_syn,bleu_dis,bleu_delta,rougeL_syn,rougeL_dis,rougeL_delta,chrf_syn,chrf_dis,chrf_delta,meteor_syn,meteor_dis,meteor_delta,bertscore_syn,bertscore_dis,bertscore_delta,entail_syn,entail_dis,entail_delta,signed_syn,signed_dis,signed_delta
1118,cpp,errors,exceptions,warnings,diagnostic,0.8539491723727965,0.8539491723727965,0.0,0.9230769230769231,0.9230769230769231,0.0,0.9026929837671201,0.89395556865218,0.008737415114940195,0.9425029515938607,0.9425029515938607,0.0,0.9879205226898193,0.9921408295631409,-0.004220306873321533,0.10790476948022842,0.011949325911700726,0.0959554435685277,0.08637579157948494,-0.06332506705075502,0.14970085863023996
1382,cpp,test,check,config,infrastructure,0.6434588841607617,0.6434588841607617,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8613937176316244,0.8544926591715393,0.006901058460085152,0.8412698412698414,0.8412698412698414,0.0,0.9846150875091553,0.9736883044242859,0.010926783084869385,0.991510808467865,0.44144970178604126,0.5500611066818237,0.9902963512577116,0.10326835513114929,0.8870279961265624
2663,cpp,warning,alert,error,diagnostic,0.7825422900366438,0.7825422900366438,0.0,0.875,0.875,0.0,0.7980036037338265,0.7906117070977337,0.007391896636092854,0.8066666666666668,0.8066666666666668,0.0,0.9855727553367615,0.972638726234436,0.01293402910232544,0.9417496919631958,0.39382657408714294,0.5479231178760529,0.894519504159689,-0.0013961195945739746,0.8959156237542629
3149,cpp,class,type,module,close_entity,0.8423626743789753,0.8423626743789753,0.0,0.9166666666666666,0.9166666666666666,0.0,0.907922182242016,0.9046288231653822,0.0032933590766338616,0.920940170940171,0.920940170940171,0.0,0.9897048473358154,0.9930360317230225,-0.0033311843872070312,0.3432193398475647,0.16258320212364197,0.18063613772392273,0.08044633269309998,-0.39271101355552673,0.4731573462486267
3169,cpp,input,entry,output,directional,0.7691605673134587,0.7691605673134587,0.0,0.9166666666666666,0.9166666666666666,0.0,0.8823907687580196,0.9229993769370931,-0.040608608179073524,0.9139118457300276,0.9139118457300276,0.0,0.991897463798523,0.9933119416236877,-0.001414477825164795,0.9599746465682983,0.0016327284974977374,0.9583419180708006,0.9399457983672619,-0.991051874239929,1.930997672607191
3431,cpp,warnings,alerts,errors,diagnostic,0.8153551038173119,0.8153551038173119,0.0,0.9285714285714286,0.9285714285714286,0.0,0.8776222469112721,0.8753881089796594,0.0022341379316127563,0.9363888888888889,0.9363888888888889,0.0,0.9845654964447021,0.994292140007019,-0.009726643562316895,0.9008083939552307,0.6612817645072937,0.239526629447937,0.8973835643846542,0.6602358060190454,0.23714775836560875
4496,cpp,function,method,variable,close_entity,0.791066507175436,0.791066507175436,0.0,0.9,0.9,0.0,0.7992958089415193,0.789638081091684,0.009657727849835318,0.920940170940171,0.920940170940171,0.0,0.9958164095878601,0.9886564612388611,0.0071599483489990234,0.75046306848526,0.27172863483428955,0.47873443365097046,0.7004377245903015,0.163124680519104,0.5373130440711975
4759,cpp,test,check,config,infrastructure,0.8003203203845001,0.8003203203845001,0.0,0.9285714285714286,0.9285714285714286,0.0,0.9081803157139022,0.9034144984777646,0.0047658172361376705,0.9319727891156462,0.9319727891156462,0.0,0.9859804511070251,0.9842768907546997,0.0017035603523254395,0.9561859369277954,0.001980012049898505,0.9542059248778969,0.9547769568162039,0.000784539501182735,0.9539924173150212
4905,cpp,error,exception,warning,diagnostic,0.8423626743789753,0.8423626743789753,0.0,0.875,0.875,0.0,0.8159924588042535,0.7986148862068273,0.017377572597426227,0.920940170940171,0.920940170940171,0.0,0.9829152226448059,0.9772551655769348,0.005660057067871094,0.996146559715271,0.4835472106933594,0.5125993490219116,0.9956353136221878,0.48036472755484283,0.515270586067345
5032,cpp,functions,methods,variables,close_entity,0.9036020036098446,0.9036020036098446,0.0,0.9090909090909091,0.9090909090909091,0.0,0.8647767967267777,0.856411971380882,0.008364825345895666,0.9073691460055096,0.9163223140495868,-0.008953168044077198,0.992054283618927,0.9858591556549072,0.006195127964019775,0.8769853711128235,0.11415151506662369,0.7628338560461998,0.8573481254279613,-0.45392604917287827,1.3112741746008396
5032,cpp,methods,functions,attributes,close_entity,0.7348889200874659,0.7348889200874659,0.0,0.9090909090909091,0.9090909090909091,0.0,0.8582139505481792,0.8554063195619074,0.002807630986271792,0.9139118457300276,0.9139118457300276,0.0,0.9908328652381897,0.9871916174888611,0.0036412477493286133,0.7342879772186279,0.19357649981975555,0.5407114773988724,0.6571036800742149,-0.20784740149974823,0.8649510815739632
5400,cpp,methods,functions,attributes,close_entity,0.9121679090703875,0.9121679090703875,0.0,0.9166666666666666,0.9166666666666666,0.0,0.8933178686492937,0.890572742505353,0.002745126143940735,0.9228098290598291,0.9228098290598291,0.0,0.9909205436706543,0.9891250133514404,0.0017955303192138672,0.8531259298324585,0.7905786633491516,0.06254726648330688,0.8442727671936154,0.773184135556221,0.07108863163739443
5971,cpp,tests,checks,configs,infrastructure,0.791066507175436,0.791066507175436,0.0,0.9090909090909091,0.9090909090909091,0.0,0.8793314680667025,0.8732259598411037,0.006105508225598744,0.8819444444444444,0.8819444444444444,0.0,0.9894530177116394,0.9808796048164368,0.008573412895202637,0.9938679337501526,0.08215294033288956,0.911714993417263,0.9926774521591142,-0.6914382800459862,1.6841157322051004
7572,cpp,warning,alert,error,diagnostic,0.7825422900366438,0.7825422900366438,0.0,0.9230769230769231,0.9230769230769231,0.0,0.7989903816651516,0.7954138404179875,0.003576541247164111,0.9268808114961962,0.9268808114961962,0.0,0.9880508780479431,0.984813928604126,0.0032369494438171387,0.9939137101173401,0.9175226092338562,0.07639110088348389,0.9922820160863921,0.887587483972311,0.10469453211408108
8542,cpp,warnings,alerts,errors,diagnostic,0.4889230224349009,0.4889230224349009,0.0,0.8571428571428571,0.8571428571428571,0.0,0.7942666815801624,0.7906117070977337,0.0036549744824287966,0.8412698412698414,0.8412698412698414,0.0,0.9933430552482605,0.977171778678894,0.016171276569366455,0.9961215853691101,0.9916266202926636,0.004494965076446533,0.9955581287504174,0.9906782024190761,0.004879926331341267
8543,cpp,tests,checks,configs,infrastructure,0.7611606003349888,0.7611606003349888,0.0,0.9,0.9,0.0,0.8948759634135981,0.889483055484246,0.005392907929352098,0.920940170940171,0.920940170940171,0.0,0.9894603490829468,0.9790394306182861,0.010420918464660645,0.9734415411949158,0.313408762216568,0.6600327789783478,0.9711684230715036,0.10272017121315002,0.8684482518583536
8982,cpp,class,type,module,close_entity,0.8003203203845001,0.8003203203845001,0.0,0.9166666666666666,0.9166666666666666,0.0,0.9074376115432982,0.904911361061052,0.002526250482246195,0.9319727891156462,0.9319727891156462,0.0,0.9918383359909058,0.9919869899749756,-0.00014865398406982422,0.9326581358909607,0.2515166103839874,0.6811415255069733,0.9262338820844889,-0.2965364158153534,1.2227702978998423
9122,cpp,warning,alert,error,diagnostic,0.5946035575013604,0.5946035575013604,0.0,0.8333333333333334,0.8333333333333334,0.0,0.7989903816651516,0.7954138404179875,0.003576541247164111,0.864795918367347,0.864795918367347,0.0,0.9903293251991272,0.9868882298469543,0.0034410953521728516,0.986050546169281,0.8333569765090942,0.15269356966018677,0.983786512631923,0.8114051800221205,0.17238133260980248
9196,cpp,log,trace,output,infrastructure,0.5969491792019644,0.5969491792019644,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8229669749558637,0.8227006413982759,0.00026633355758776123,0.8819444444444444,0.8819444444444444,0.0,0.9820132851600647,0.977887749671936,0.004125535488128662,0.9692014455795288,0.9861815571784973,-0.016980111598968506,0.9621540661901236,0.9834354668855667,-0.021281400695443153
9568,cpp,test,check,config,infrastructure,0.7506238537503396,0.7506238537503396,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8288728156758335,0.8199166966759788,0.008956118999854712,0.8819444444444444,0.8819444444444444,0.0,0.9705979228019714,0.9668921828269958,0.003705739974975586,0.9954955577850342,0.1504676789045334,0.8450278788805008,0.9950107588083483,-0.4273793250322342,1.4223900838405825
9934,cpp,log,trace,output,infrastructure,0.7348889200874659,0.7348889200874659,0.0,0.8888888888888888,0.8888888888888888,0.0,0.9006084129199421,0.9002744897183966,0.00033392320154546073,0.8950617283950617,0.8950617283950617,0.0,0.9901062846183777,0.9890187978744507,0.001087486743927002,0.10208586603403091,0.11664608865976334,-0.014560222625732422,-0.5394908413290977,-0.4743080958724022,-0.06518274545669556
9952,cpp,class,type,module,close_entity,0.8578928092681432,0.8578928092681432,0.0,0.9444444444444444,0.9444444444444444,0.0,0.9119074494949635,0.909483319142708,0.002424130352255527,0.9494459833795015,0.9494459833795015,0.0,0.9792127013206482,0.9792905449867249,-7.784366607666016e-05,0.9814762473106384,0.7687545418739319,0.21272170543670654,0.9785790764726698,0.6461228653788567,0.3324562110938132
10964,cpp,functions,methods,variables,close_entity,0.6580370064762461,0.6580370064762461,0.0,0.875,0.875,0.0,0.8726335443715082,0.8660476013548966,0.0065859430166116395,0.8950617283950617,0.8950617283950617,0.0,0.9961192607879639,0.989284873008728,0.00683438777923584,0.8843250870704651,0.01133766584098339,0.8729874212294817,0.8249756097793579,-0.7928502280265093,1.6178258378058672
11132,cpp,functions,methods,variables,close_entity,0.3799178428257963,0.3799178428257963,0.0,0.8333333333333334,0.8333333333333334,0.0,0.6811473486024768,0.667629300430861,0.013518048171615837,0.8066666666666668,0.8066666666666668,0.0,0.9858286380767822,0.9859514236450195,-0.0001227855682373047,0.9909317493438721,0.28945600986480713,0.7014757394790649,0.9878914065193385,-0.28566235303878784,1.2735537595581263
11339,cpp,class,type,module,close_entity,0.30213753973567675,0.30213753973567675,0.0,0.8000000000000002,0.8000000000000002,0.0,0.8212264995463022,0.8171257602431126,0.00410073930318966,0.7500000000000001,0.7500000000000001,0.0,0.9804688692092896,0.9773814678192139,0.0030874013900756836,0.9837226271629333,0.8473052382469177,0.13641738891601562,0.9797551976516843,0.7253237813711166,0.25443141628056765
11466,cpp,method,function,attribute,close_entity,0.8003203203845001,0.8003203203845001,0.0,0.9,0.9,0.0,0.8333731624239686,0.833286268504001,8.68939199676344e-05,0.9319727891156462,0.9319727891156462,0.0,0.9952101111412048,0.989229679107666,0.005980432033538818,0.5363075733184814,0.009981044568121433,0.52632652875036,0.345858559012413,-0.05692452099174261,0.40278308000415564
11466,cpp,import,include,export,directional,0.8003203203845001,0.8003203203845001,0.0,0.9,0.9,0.0,0.8498077877162507,0.9114232923185939,-0.06161550460234322,0.9319727891156462,0.9319727891156462,0.0,0.9854289293289185,0.9911751747131348,-0.005746245384216309,0.8757825493812561,0.006549057550728321,0.8692334918305278,0.7992440536618233,-0.965344968251884,1.7645890219137073
12097,cpp,test,check,config,infrastructure,0.537284965911771,0.537284965911771,0.0,0.8333333333333334,0.8333333333333334,0.0,0.7496175604893281,0.7383966701746817,0.011220890314646459,0.8066666666666668,0.8066666666666668,0.0,0.9229409694671631,0.9142051339149475,0.008735835552215576,0.9731121063232422,0.00876956433057785,0.9643425419926643,0.9666062854230404,-0.8710538819432259,1.8376601673662663
