diff_id,language,anchor,synonym,antonym,gold_word_count,bertscore_syn,bertscore_ant,bertscore_delta
227,cpp,allow,permit,forbid,8,0.9630568027496338,0.9726258516311646,-0.009569048881530762
634,cpp,add,insert,remove,13,0.9839416146278381,0.989525318145752,-0.005583703517913818
932,cpp,add,insert,remove,15,0.9988648891448975,0.9986692667007446,0.00019562244415283203
932,cpp,disable,block,enable,15,0.9830245971679688,0.9926342964172363,-0.009609699249267578
932,cpp,create,build,destroy,15,0.9936061501502991,0.9893451929092407,0.00426095724105835
1558,cpp,adding,inserting,removing,6,0.9801008105278015,0.96975177526474,0.010349035263061523
2427,cpp,added,inserted,removed,13,0.999664306640625,0.9997310042381287,-6.669759750366211e-05
2909,cpp,remove,delete,insert,10,0.9966745376586914,0.9920247793197632,0.004649758338928223
3149,cpp,added,inserted,removed,13,0.9834169745445251,0.9997901320457458,-0.016373157501220703
4054,cpp,add,insert,remove,7,0.9967297315597534,0.9964489936828613,0.00028073787689208984
4103,cpp,adds,inserts,removes,7,0.9845825433731079,0.9800867438316345,0.004495799541473389
4442,cpp,add,insert,remove,7,0.9972084760665894,0.9977710247039795,-0.0005625486373901367
4496,cpp,added,inserted,removed,13,0.9997880458831787,0.9998118281364441,-2.378225326538086e-05
4496,cpp,allow,permit,forbid,13,0.9879234433174133,0.9840787649154663,0.0038446784019470215
5010,cpp,remove,delete,insert,8,0.9907989501953125,0.9846411943435669,0.0061577558517456055
5208,cpp,include,contain,exclude,7,0.9843456149101257,0.9841395020484924,0.00020611286163330078
5697,cpp,add,insert,remove,10,0.978509247303009,0.9793734550476074,-0.0008642077445983887
5709,cpp,remove,delete,insert,7,0.9975312948226929,0.9968833327293396,0.0006479620933532715
5709,cpp,includes,contains,excludes,7,0.9659956693649292,0.9746994972229004,-0.008703827857971191
5971,cpp,added,inserted,removed,9,0.9886123538017273,0.9997646808624268,-0.011152327060699463
6312,cpp,disable,block,enable,6,0.9993592500686646,0.9990376234054565,0.0003216266632080078
6449,cpp,add,insert,remove,6,0.9988276958465576,0.9986581802368164,0.00016951560974121094
6547,cpp,add,insert,remove,10,0.9974223971366882,0.9978362321853638,-0.0004138350486755371
7572,cpp,adding,inserting,removing,14,0.9918659329414368,0.9843466877937317,0.007519245147705078
7590,cpp,adding,inserting,removing,11,0.9885554909706116,0.9811556935310364,0.007399797439575195
8146,cpp,allow,permit,forbid,10,0.9616249203681946,0.9678317904472351,-0.006206870079040527
8313,cpp,start,begin,stop,23,0.9868283271789551,0.9913203716278076,-0.004492044448852539
8542,cpp,removed,deleted,inserted,7,0.9850447177886963,0.9786736965179443,0.006371021270751953
8543,cpp,add,insert,remove,13,0.9940681457519531,0.989409327507019,0.004658818244934082
8543,cpp,remove,delete,insert,13,0.9908512830734253,0.9892582893371582,0.0015929937362670898
8735,cpp,add,insert,remove,9,0.9845086932182312,0.9838889837265015,0.0006197094917297363
8875,cpp,allow,permit,forbid,13,0.9522001147270203,0.9589602947235107,-0.0067601799964904785
9568,cpp,add,insert,remove,9,0.9981478452682495,0.9986155033111572,-0.00046765804290771484
10309,cpp,remove,delete,insert,9,0.9990053772926331,0.9997639656066895,-0.0007585883140563965
10309,cpp,allow,permit,forbid,9,0.9972423315048218,0.9904296398162842,0.006812691688537598
10504,cpp,allow,permit,forbid,14,0.9943852424621582,0.9778992533683777,0.016485989093780518
11034,cpp,add,insert,remove,9,0.9835078716278076,0.9814887046813965,0.002019166946411133
11174,cpp,started,began,stopped,13,0.996906042098999,0.9915146827697754,0.005391359329223633
11339,cpp,add,insert,remove,5,0.9988645315170288,0.9990417957305908,-0.00017726421356201172
12096,cpp,remove,delete,insert,13,0.9997503161430359,0.9996861219406128,6.41942024230957e-05
12097,cpp,add,insert,remove,6,0.9963875412940979,0.9968337416648865,-0.0004462003707885742
12116,cpp,remove,delete,insert,7,0.989696741104126,0.967348575592041,0.02234816551208496
12116,cpp,include,contain,exclude,7,0.9775136709213257,0.9779730439186096,-0.00045937299728393555
12213,cpp,add,insert,remove,8,0.9774506688117981,0.9788733720779419,-0.0014227032661437988
12345,cpp,add,insert,remove,11,0.9869250059127808,0.9931092858314514,-0.006184279918670654
12518,cpp,disable,block,enable,9,0.9996420741081238,0.9996315240859985,1.055002212524414e-05
13200,cpp,add,insert,remove,6,0.9956893920898438,0.9949451684951782,0.0007442235946655273
13296,cpp,add,insert,remove,9,0.9990877509117126,0.989596962928772,0.009490787982940674
13516,cpp,show,display,hide,8,0.9946708679199219,0.9989060163497925,-0.0042351484298706055
14126,cpp,adds,inserts,removes,22,0.9904302954673767,0.9909485578536987,-0.0005182623863220215
14436,cpp,added,inserted,removed,9,0.9766948819160461,0.9915670156478882,-0.014872133731842041
14515,cpp,remove,delete,insert,11,0.9997900724411011,0.9995372295379639,0.00025284290313720703
14946,cpp,add,insert,remove,8,0.9816610813140869,0.9895415306091309,-0.007880449295043945
15525,cpp,add,insert,remove,8,0.9743608832359314,0.9807384610176086,-0.006377577781677246
15899,cpp,create,build,destroy,18,0.9888914227485657,0.9910812377929688,-0.002189815044403076
16836,cpp,added,inserted,removed,21,0.9920697808265686,0.9957722425460815,-0.0037024617195129395
17076,cpp,adds,inserts,removes,10,0.9172484278678894,0.9553237557411194,-0.03807532787322998
17174,cpp,added,inserted,removed,11,0.9987015128135681,0.9991171360015869,-0.00041562318801879883
17525,cpp,show,display,hide,12,0.9957138895988464,0.9791099429130554,0.016603946685791016
17954,cpp,add,insert,remove,7,0.9778129458427429,0.9783830642700195,-0.0005701184272766113
18064,cpp,removing,deleting,inserting,8,0.9821122884750366,0.9856567978858948,-0.0035445094108581543
18200,cpp,add,insert,remove,8,0.998579740524292,0.998837947845459,-0.0002582073211669922
18904,cpp,removing,deleting,inserting,12,0.9945534467697144,0.9899039268493652,0.004649519920349121
19017,cpp,remove,delete,insert,14,0.9942278861999512,0.9886506795883179,0.005577206611633301
20346,cpp,added,inserted,removed,8,0.9890291690826416,0.985810399055481,0.0032187700271606445
20349,cpp,increase,raise,decrease,7,0.9965866804122925,0.971917986869812,0.02466869354248047
20800,cpp,remove,delete,insert,6,0.9953314661979675,0.9796527624130249,0.015678703784942627
20812,cpp,created,built,destroyed,6,0.9996975064277649,0.9995725154876709,0.00012499094009399414
20958,cpp,create,build,destroy,8,0.9701034426689148,0.9525297284126282,0.01757371425628662
21282,cpp,allow,permit,forbid,9,0.9722669124603271,0.9744319915771484,-0.002165079116821289
21431,cpp,remove,delete,insert,8,0.9996840953826904,0.9996635913848877,2.0503997802734375e-05
21556,cpp,show,display,hide,13,0.9965741634368896,0.9880347847938538,0.008539378643035889
21571,cpp,remove,delete,insert,6,0.9934479594230652,0.9775810241699219,0.01586693525314331
21832,cpp,allow,permit,forbid,18,0.9916393160820007,0.9753410220146179,0.016298294067382812
22303,cpp,add,insert,remove,21,0.9957737922668457,0.9956618547439575,0.0001119375228881836
22666,cpp,disable,block,enable,11,0.975606381893158,0.9937964677810669,-0.018190085887908936
22746,cpp,add,insert,remove,10,0.9923508763313293,0.9933355450630188,-0.0009846687316894531
22746,cpp,open,unlock,close,10,0.9843165874481201,0.9878219366073608,-0.0035053491592407227
23048,cpp,allow,permit,forbid,17,0.9951730966567993,0.9789085984230042,0.016264498233795166
24219,cpp,show,display,hide,20,0.9940919876098633,0.9941707849502563,-7.87973403930664e-05
24483,cpp,added,inserted,removed,8,0.992716908454895,0.9968970417976379,-0.00418013334274292
24989,cpp,includes,contains,excludes,16,0.9958466291427612,0.9931412935256958,0.0027053356170654297
25202,cpp,added,inserted,removed,12,0.979831337928772,0.9907798171043396,-0.010948479175567627
25263,cpp,increase,raise,decrease,9,0.99208664894104,0.9920468926429749,3.975629806518555e-05
25366,cpp,added,inserted,removed,8,0.9678893089294434,0.9688403010368347,-0.0009509921073913574
25527,cpp,increased,raised,decreased,6,0.9993191361427307,0.9998299479484558,-0.0005108118057250977
26005,cpp,opening,unlocking,closing,8,0.9729827046394348,0.9800119996070862,-0.007029294967651367
26407,cpp,add,insert,remove,28,0.993046224117279,0.9890687465667725,0.003977477550506592
26407,cpp,disable,block,enable,28,0.9923772811889648,0.9949874877929688,-0.0026102066040039062
26479,cpp,show,display,hide,11,0.9995460510253906,0.9996024370193481,-5.638599395751953e-05
26977,cpp,allow,permit,forbid,13,0.994260311126709,0.9884850978851318,0.0057752132415771484
27525,cpp,adding,inserting,removing,11,0.9994457960128784,0.9996193647384644,-0.0001735687255859375
27671,cpp,adding,inserting,removing,18,0.9851207137107849,0.9718760251998901,0.013244688510894775
27872,cpp,added,inserted,removed,10,0.9818799495697021,0.9986680746078491,-0.016788125038146973
28246,cpp,remove,delete,insert,8,0.9940171241760254,0.9816158413887024,0.012401282787322998
28525,cpp,add,insert,remove,6,0.9727100133895874,0.9765692949295044,-0.003859281539916992
28635,cpp,disabled,blocked,enabled,6,0.9881564378738403,0.9901061654090881,-0.0019497275352478027
28981,cpp,disable,block,enable,8,0.9995377659797668,0.9996230006217957,-8.52346420288086e-05
29129,cpp,adding,inserting,removing,8,0.9534720182418823,0.9516633749008179,0.0018086433410644531
29182,cpp,remove,delete,insert,7,0.9957764744758606,0.9902098774909973,0.005566596984863281
29517,cpp,added,inserted,removed,7,0.9867125153541565,0.988937258720398,-0.002224743366241455
29670,cpp,add,insert,remove,6,0.9987655878067017,0.9989715814590454,-0.00020599365234375
29745,cpp,add,insert,remove,14,0.9923343062400818,0.9895864129066467,0.0027478933334350586
29776,cpp,show,display,hide,17,0.9993160367012024,0.9993389248847961,-2.288818359375e-05
30426,cpp,allow,permit,forbid,12,0.9875736236572266,0.988401472568512,-0.0008278489112854004
30778,cpp,added,inserted,removed,10,0.9833824038505554,0.9919816851615906,-0.008599281311035156
31182,cpp,add,insert,remove,13,0.9913680553436279,0.9933191537857056,-0.0019510984420776367
31840,cpp,added,inserted,removed,7,0.9737481474876404,0.9793934226036072,-0.005645275115966797
32361,cpp,add,insert,remove,12,0.9992352724075317,0.9992924928665161,-5.7220458984375e-05
32780,cpp,enable,permit,disable,8,0.9760646224021912,0.9893481731414795,-0.01328355073928833
32882,cpp,show,display,hide,14,0.9969751834869385,0.9927339553833008,0.004241228103637695
33018,cpp,added,inserted,removed,6,0.9702494144439697,0.9783260822296143,-0.008076667785644531
33295,cpp,opened,unlocked,closed,12,0.990378201007843,0.981998085975647,0.008380115032196045
33995,cpp,add,insert,remove,17,0.9985699653625488,0.9986183643341064,-4.839897155761719e-05
34036,cpp,allow,permit,forbid,10,0.9530968070030212,0.9812827110290527,-0.028185904026031494
34036,cpp,open,unlock,close,10,0.9440785050392151,0.9428972005844116,0.0011813044548034668
34070,cpp,add,insert,remove,13,0.9901325702667236,0.9938698410987854,-0.0037372708320617676
34438,cpp,added,inserted,removed,24,0.9993929266929626,0.9994609355926514,-6.80088996887207e-05
34510,cpp,add,insert,remove,9,0.9963140487670898,0.9943294525146484,0.0019845962524414062
34804,cpp,remove,delete,insert,7,0.9948278665542603,0.9858636260032654,0.008964240550994873
35088,cpp,adds,inserts,removes,21,0.9886912703514099,0.985262930393219,0.003428339958190918
35191,cpp,add,insert,remove,5,0.9736896753311157,0.974886953830719,-0.0011972784996032715
35254,cpp,add,insert,remove,9,0.9834214448928833,0.9843924045562744,-0.0009709596633911133
35623,cpp,creating,building,destroying,12,0.9872307181358337,0.983923077583313,0.003307640552520752
35838,cpp,increase,raise,decrease,7,0.9985464811325073,0.9995145797729492,-0.0009680986404418945
36179,cpp,enable,permit,disable,16,0.9853199124336243,0.9937573671340942,-0.00843745470046997
36293,cpp,allow,permit,forbid,7,0.9763876795768738,0.9790379405021667,-0.0026502609252929688
36401,cpp,added,inserted,removed,6,0.9764939546585083,0.9881791472434998,-0.011685192584991455
37000,cpp,add,insert,remove,9,0.9912316203117371,0.9914794564247131,-0.0002478361129760742
37143,cpp,add,insert,remove,12,0.9881137609481812,0.9885309934616089,-0.0004172325134277344
38037,cpp,enable,permit,disable,10,0.9843080043792725,0.9928780794143677,-0.008570075035095215
38968,cpp,adding,inserting,removing,23,0.9990591406822205,0.9993606805801392,-0.00030153989791870117
39004,cpp,added,inserted,removed,15,0.9994508028030396,0.9996976256370544,-0.0002468228340148926
39097,cpp,allow,permit,forbid,11,0.9990511536598206,0.999089777469635,-3.8623809814453125e-05
39271,cpp,added,inserted,removed,10,0.9781044125556946,0.9993541240692139,-0.021249711513519287
39316,cpp,enable,permit,disable,13,0.9681025743484497,0.9904974699020386,-0.022394895553588867
39418,cpp,remove,delete,insert,15,0.9965435266494751,0.9927222728729248,0.003821253776550293
39650,cpp,enabling,permitting,disabling,11,0.9808008670806885,0.99410480260849,-0.013303935527801514
39650,cpp,allow,permit,forbid,11,0.9873818755149841,0.9790416955947876,0.008340179920196533
40254,cpp,enabled,permitted,disabled,17,0.979424238204956,0.9885358810424805,-0.009111642837524414
40593,cpp,added,inserted,removed,7,0.9777497053146362,0.9855030179023743,-0.007753312587738037
41009,cpp,add,insert,remove,9,0.9904626607894897,0.9892653822898865,0.0011972784996032715
41009,cpp,allow,permit,forbid,9,0.9697781205177307,0.9697002172470093,7.790327072143555e-05
41128,cpp,create,build,destroy,12,0.999494194984436,0.9994669556617737,2.7239322662353516e-05
41230,cpp,add,insert,remove,10,0.9828439950942993,0.9813163876533508,0.0015276074409484863
41304,cpp,open,unlock,close,11,0.9608285427093506,0.9680258631706238,-0.007197320461273193
41553,cpp,remove,delete,insert,6,0.9926409125328064,0.9877266883850098,0.004914224147796631
41830,cpp,remove,delete,insert,9,0.9926161766052246,0.9866654276847839,0.005950748920440674
41861,cpp,added,inserted,removed,7,0.9986612796783447,0.9992603659629822,-0.0005990862846374512
41968,cpp,add,insert,remove,11,0.9988669157028198,0.9975391626358032,0.0013277530670166016
42105,cpp,added,inserted,removed,12,0.9995286464691162,0.9995174407958984,1.1205673217773438e-05
42263,cpp,remove,delete,insert,6,0.9862851500511169,0.9652265310287476,0.021058619022369385
42979,cpp,disable,block,enable,7,0.9993157386779785,0.9992755651473999,4.017353057861328e-05
43447,cpp,remove,delete,insert,10,0.9961729645729065,0.9855725169181824,0.010600447654724121
43531,cpp,allow,permit,forbid,11,0.989940345287323,0.9824387431144714,0.0075016021728515625
43561,cpp,add,insert,remove,16,0.9914922118186951,0.9936385750770569,-0.0021463632583618164
43570,cpp,show,display,hide,31,0.9990894794464111,0.9960841536521912,0.0030053257942199707
43597,cpp,enabled,permitted,disabled,42,0.9894514679908752,0.9947731494903564,-0.005321681499481201
43650,cpp,add,insert,remove,7,0.9617059230804443,0.978605329990387,-0.016899406909942627
44334,cpp,including,containing,excluding,6,0.9910202622413635,0.9893537759780884,0.0016664862632751465
44635,cpp,enabled,permitted,disabled,11,0.9816251993179321,0.9962049126625061,-0.014579713344573975
44875,cpp,add,insert,remove,22,0.988144040107727,0.9910516738891602,-0.0029076337814331055
281,cs,add,insert,remove,10,0.9707295298576355,0.9776744842529297,-0.0069449543952941895
281,cs,show,display,hide,10,0.958547055721283,0.9680789709091187,-0.009531915187835693
354,cs,adding,inserting,removing,14,0.9746848940849304,0.973213255405426,0.0014716386795043945
427,cs,added,inserted,removed,10,0.9806609749794006,0.9962778687477112,-0.015616893768310547
461,cs,add,insert,remove,14,0.9889863729476929,0.9893901348114014,-0.0004037618637084961
884,cs,add,insert,remove,10,0.9997323751449585,0.9996395111083984,9.28640365600586e-05
1012,cs,add,insert,remove,11,0.9795622229576111,0.9851550459861755,-0.005592823028564453
1012,cs,removed,deleted,inserted,11,0.9936065673828125,0.9800275564193726,0.013579010963439941
1332,cs,adding,inserting,removing,16,0.9896110892295837,0.984140157699585,0.005470931529998779
1332,cs,enable,permit,disable,16,0.9922072887420654,0.9922356605529785,-2.8371810913085938e-05
2034,cs,add,insert,remove,16,0.9993222951889038,0.9993963241577148,-7.402896881103516e-05
2656,cs,creating,building,destroying,11,0.9939916729927063,0.9904922842979431,0.0034993886947631836
2747,cs,remove,delete,insert,9,0.9863657355308533,0.9855998158454895,0.0007659196853637695
