diff_id,language,anchor,synonym,antonym,entail_syn,entail_ant,contra_syn,contra_ant,signed_syn,signed_ant,entail_delta,signed_delta
227,cpp,allow,permit,forbid,0.9957066178321838,0.0003998721658717841,0.0009665270918048918,0.9991047978401184,0.994740090740379,-0.9987049256742466,0.995306745666312,1.9934450164146256
634,cpp,add,insert,remove,0.9302099347114563,0.0002273016143590212,0.056657206267118454,0.9991305470466614,0.8735527284443378,-0.9989032454323024,0.9299826330970973,1.8724559738766402
932,cpp,add,insert,remove,0.9859241843223572,0.0001669511548243463,0.005920508876442909,0.9989972710609436,0.9800036754459143,-0.9988303199061193,0.9857572331675328,1.9788339953520335
932,cpp,disable,block,enable,0.9853261709213257,0.0006263729883357882,0.006990280468016863,0.9965189695358276,0.9783358904533088,-0.9958925965474918,0.9846997979329899,1.9742284870008007
932,cpp,create,build,destroy,0.9315695762634277,0.00023567312746308744,0.02520090900361538,0.9970781803131104,0.9063686672598124,-0.9968425071856473,0.9313339031359646,1.9032111744454596
1558,cpp,adding,inserting,removing,0.6182960271835327,9.49190289247781e-05,0.35832592844963074,0.9997617602348328,0.259970098733902,-0.999666841205908,0.6182011081546079,1.25963693993981
2427,cpp,added,inserted,removed,0.9870097637176514,0.0001699254207778722,0.007216140162199736,0.9993556141853333,0.9797936235554516,-0.9991856887645554,0.9868398382968735,1.978979312320007
2909,cpp,remove,delete,insert,0.9862596988677979,0.0003216176410205662,0.0029797672759741545,0.9989976286888123,0.9832799315918237,-0.9986760110477917,0.9859380812267773,1.9819559426396154
3149,cpp,added,inserted,removed,0.9958786964416504,0.00010321180889150128,0.0012775406939908862,0.9996460676193237,0.9946011557476595,-0.9995428558104322,0.9957754846327589,1.9941440115580917
4054,cpp,add,insert,remove,0.9907934069633484,0.00014450812886934727,0.001148071140050888,0.9986864924430847,0.9896453358232975,-0.9985419843142154,0.990648898834479,1.9881873201375129
4103,cpp,adds,inserts,removes,0.9889348149299622,0.00012694652832578868,0.005689369514584541,0.9996709823608398,0.9832454454153776,-0.999544035832514,0.9888078684016364,1.9827894812478917
4442,cpp,add,insert,remove,0.9883223176002502,0.00010733395902207121,0.004171821288764477,0.9991791844367981,0.9841504963114858,-0.999071850477776,0.9882149836412282,1.9832223467892618
4496,cpp,added,inserted,removed,0.9566469788551331,0.00015250532305799425,0.032250892370939255,0.9992601275444031,0.9243960864841938,-0.9991076222213451,0.9564944735320751,1.9235037087055389
4496,cpp,allow,permit,forbid,0.9944766163825989,0.00020117346139159054,0.0011609761277213693,0.99952232837677,0.9933156402548775,-0.9993211549153784,0.9942754429212073,1.992636795170256
5010,cpp,remove,delete,insert,0.9911535382270813,0.000180686212843284,0.0026381562929600477,0.9993183612823486,0.9885153819341213,-0.9991376750695053,0.990972852014238,1.9876530570036266
5208,cpp,include,contain,exclude,0.925166130065918,0.00012682910892181098,0.021740656346082687,0.9994505047798157,0.9034254737198353,-0.9993236756708939,0.9250393009569962,1.9027491493907291
5697,cpp,add,insert,remove,0.9908673763275146,0.00011432707833591849,0.002630592091009021,0.9991652965545654,0.9882367842365056,-0.9990509694762295,0.9907530492491787,1.9872877537127351
5709,cpp,remove,delete,insert,0.9700535535812378,0.0004200467956252396,0.006283051799982786,0.99595707654953,0.963770501781255,-0.9955370297539048,0.9696335067856126,1.9593075315351598
5709,cpp,includes,contains,excludes,0.9564553499221802,0.0007291025249287486,0.007413096725940704,0.9974526762962341,0.9490422531962395,-0.9967235737713054,0.9557262473972514,1.9457658269675449
5971,cpp,added,inserted,removed,0.9961535334587097,0.00013447515084408224,0.0015419238479807973,0.9992250204086304,0.9946116096107289,-0.9990905452577863,0.9960190583078656,1.9937021548685152
6312,cpp,disable,block,enable,0.9600799083709717,0.0018479172140359879,0.004218620713800192,0.989391565322876,0.9558612876571715,-0.98754364810884,0.9582319911569357,1.9434049357660115
6449,cpp,add,insert,remove,0.7614679336547852,0.00013888286775909364,0.21948029100894928,0.9992984533309937,0.5419876426458359,-0.9991595704632346,0.7613290507870261,1.5411472131090704
6547,cpp,add,insert,remove,0.9102584719657898,0.0001318982831435278,0.06887511909008026,0.999133288860321,0.8413833528757095,-0.9990013905771775,0.9101265736826463,1.840384743452887
7572,cpp,adding,inserting,removing,0.9742135405540466,0.00023513204359915107,0.005088782869279385,0.998977780342102,0.9691247576847672,-0.9987426482985029,0.9739784085104475,1.9678674059832701
7590,cpp,adding,inserting,removing,0.9679706692695618,0.005676590371876955,0.023314207792282104,0.899997353553772,0.9446564614772797,-0.894320763181895,0.9622940788976848,1.8389772246591747
8146,cpp,allow,permit,forbid,0.996762752532959,0.0004447333049029112,0.0007384363561868668,0.9990599751472473,0.9960243161767721,-0.9986152418423444,0.9963180192280561,1.9946395580191165
8313,cpp,start,begin,stop,0.9757541418075562,0.0074518220499157906,0.0017544027650728822,0.9774697422981262,0.9739997390424833,-0.9700179202482104,0.9683023197576404,1.9440176592906937
8542,cpp,removed,deleted,inserted,0.994607150554657,0.00018877099500969052,0.000650245463475585,0.999401330947876,0.9939569050911814,-0.9992125599528663,0.9944183795596473,1.9931694650440477
8543,cpp,add,insert,remove,0.9899845123291016,0.00010863972420338541,0.0024700446520000696,0.9990233182907104,0.9875144676771015,-0.9989146785665071,0.9898758726048982,1.9864291462436086
8543,cpp,remove,delete,insert,0.5104532837867737,0.0007371194660663605,0.14795848727226257,0.9877756834030151,0.3624947965145111,-0.9870385639369488,0.5097161643207073,1.3495333604514599
